#FOR THE FULL HISTORICAL DATA VISIT : https://ork.ad
time,open,high,low,close,volume
2026-01-05T07:00:00Z,5871.129,5896.769,5871.129,5894.269,16.0
2026-01-05T07:03:00Z,5894.269,5896.759,5892.749,5896.259,38.0
2026-01-05T07:06:00Z,5896.259,5898.769,5894.749,5896.749,23.0
2026-01-05T07:09:00Z,5896.749,5899.769,5896.749,5898.759,25.0
2026-01-05T07:12:00Z,5898.759,5898.759,5894.759,5896.749,12.0
2026-01-05T07:15:00Z,5896.749,5896.769,5895.769,5896.759,4.0
2026-01-05T07:18:00Z,5896.759,5897.769,5895.749,5896.749,17.0
2026-01-05T07:21:00Z,5896.749,5897.759,5894.749,5894.749,17.0
2026-01-05T07:24:00Z,5894.749,5895.769,5894.249,5895.769,11.0
2026-01-05T07:27:00Z,5895.769,5895.769,5893.749,5894.759,14.0
2026-01-05T07:30:00Z,5894.759,5896.759,5894.759,5895.769,7.0
2026-01-05T07:33:00Z,5895.769,5895.769,5894.749,5895.269,20.0
2026-01-05T07:36:00Z,5895.269,5895.269,5890.749,5891.249,13.0
2026-01-05T07:39:00Z,5891.249,5892.749,5889.749,5892.749,24.0
2026-01-05T07:42:00Z,5892.749,5894.769,5892.749,5894.769,9.0
2026-01-05T07:45:00Z,5894.769,5895.269,5893.249,5895.269,27.0
2026-01-05T07:48:00Z,5895.269,5895.759,5893.749,5894.759,20.0
2026-01-05T07:51:00Z,5894.759,5896.259,5893.749,5896.259,15.0
2026-01-05T07:54:00Z,5896.259,5899.769,5896.259,5898.249,21.0
2026-01-05T07:57:00Z,5898.249,5902.759,5896.749,5897.269,42.0
2026-01-05T08:00:00Z,5897.269,5904.759,5893.249,5904.269,180.0
2026-01-05T08:03:00Z,5904.269,5904.769,5896.769,5898.749,167.0
2026-01-05T08:06:00Z,5898.749,5899.769,5893.749,5894.749,98.0
2026-01-05T08:09:00Z,5894.749,5901.769,5893.749,5901.749,103.0
2026-01-05T08:12:00Z,5901.749,5909.749,5901.749,5908.259,57.0
2026-01-05T08:15:00Z,5908.259,5912.749,5907.749,5910.749,44.0
2026-01-05T08:18:00Z,5910.749,5914.749,5909.749,5914.259,47.0
2026-01-05T08:21:00Z,5914.259,5918.749,5912.269,5913.759,58.0
2026-01-05T08:24:00Z,5913.759,5915.769,5908.249,5910.269,72.0
2026-01-05T08:27:00Z,5910.269,5915.249,5909.769,5915.249,66.0
2026-01-05T08:30:00Z,5915.249,5916.769,5909.749,5912.269,73.0
2026-01-05T08:33:00Z,5912.269,5915.759,5911.759,5912.259,53.0
2026-01-05T08:36:00Z,5912.259,5915.769,5909.749,5909.749,67.0
2026-01-05T08:39:00Z,5909.749,5910.769,5904.749,5905.759,69.0
2026-01-05T08:42:00Z,5905.759,5910.249,5904.749,5910.249,54.0
2026-01-05T08:45:00Z,5910.249,5912.269,5908.759,5912.249,46.0
2026-01-05T08:48:00Z,5912.249,5916.769,5911.749,5915.769,51.0
2026-01-05T08:51:00Z,5915.769,5920.259,5915.249,5919.269,62.0
2026-01-05T08:54:00Z,5919.269,5920.769,5916.749,5916.759,97.0
2026-01-05T08:57:00Z,5916.759,5917.769,5913.759,5913.759,35.0
2026-01-05T09:00:00Z,5913.759,5913.759,5909.749,5911.759,48.0
2026-01-05T09:03:00Z,5911.759,5916.249,5911.759,5915.269,48.0
2026-01-05T09:06:00Z,5915.269,5917.769,5915.269,5917.269,45.0
2026-01-05T09:09:00Z,5917.269,5917.269,5913.749,5913.759,32.0
2026-01-05T09:12:00Z,5913.759,5915.769,5911.749,5914.269,53.0
2026-01-05T09:15:00Z,5914.269,5914.759,5909.769,5909.769,17.0
2026-01-05T09:18:00Z,5909.769,5910.769,5908.259,5910.249,56.0
2026-01-05T09:21:00Z,5910.249,5911.769,5908.749,5909.769,50.0
2026-01-05T09:24:00Z,5909.769,5909.769,5902.759,5903.749,32.0
2026-01-05T09:27:00Z,5903.749,5904.259,5901.769,5902.249,17.0
2026-01-05T09:30:00Z,5902.249,5902.749,5898.749,5900.259,44.0
2026-01-05T09:33:00Z,5900.259,5903.769,5900.259,5901.749,37.0
2026-01-05T09:36:00Z,5901.749,5905.759,5898.769,5905.759,61.0
2026-01-05T09:39:00Z,5905.759,5907.769,5904.749,5907.749,19.0
2026-01-05T09:42:00Z,5907.749,5908.249,5904.749,5908.249,37.0
2026-01-05T09:45:00Z,5908.249,5908.769,5906.749,5906.749,39.0
2026-01-05T09:48:00Z,5906.749,5910.769,5906.749,5910.759,26.0
2026-01-05T09:51:00Z,5910.759,5911.749,5908.769,5910.269,15.0
2026-01-05T09:54:00Z,5910.269,5910.269,5904.749,5906.269,32.0
2026-01-05T09:57:00Z,5906.269,5906.769,5904.759,5905.759,38.0
2026-01-05T10:00:00Z,5905.759,5905.759,5899.769,5900.259,37.0
2026-01-05T10:03:00Z,5900.259,5900.769,5899.749,5900.269,25.0
2026-01-05T10:06:00Z,5900.269,5900.759,5897.769,5900.269,42.0
2026-01-05T10:09:00Z,5900.269,5900.769,5899.249,5900.769,19.0
2026-01-05T10:12:00Z,5900.769,5902.749,5900.249,5900.749,20.0
2026-01-05T10:15:00Z,5900.749,5903.769,5900.749,5903.259,24.0
2026-01-05T10:18:00Z,5903.259,5903.769,5901.759,5903.269,33.0
2026-01-05T10:21:00Z,5903.269,5904.769,5902.749,5902.769,25.0
2026-01-05T10:24:00Z,5902.769,5903.759,5899.759,5899.759,13.0
2026-01-05T10:27:00Z,5899.759,5899.759,5897.749,5898.269,15.0
2026-01-05T10:30:00Z,5898.269,5898.269,5893.769,5895.769,30.0
2026-01-05T10:33:00Z,5895.769,5896.769,5894.749,5896.769,20.0
2026-01-05T10:36:00Z,5896.769,5896.769,5894.749,5895.269,17.0
2026-01-05T10:39:00Z,5895.269,5895.269,5891.749,5893.269,19.0
2026-01-05T10:42:00Z,5893.269,5893.769,5887.769,5889.269,29.0
2026-01-05T10:45:00Z,5889.269,5893.769,5889.269,5893.259,36.0
2026-01-05T10:48:00Z,5893.259,5894.769,5892.259,5892.769,28.0
2026-01-05T10:51:00Z,5892.769,5894.269,5891.759,5891.759,9.0
2026-01-05T10:54:00Z,5891.759,5895.769,5891.759,5894.759,17.0
2026-01-05T10:57:00Z,5894.759,5898.759,5894.759,5898.269,29.0
2026-01-05T11:00:00Z,5898.269,5898.749,5896.759,5897.769,8.0
2026-01-05T11:03:00Z,5897.769,5897.769,5896.749,5897.769,7.0
2026-01-05T11:06:00Z,5897.769,5897.769,5894.759,5895.269,20.0
2026-01-05T11:09:00Z,5895.269,5898.759,5895.269,5898.759,13.0
2026-01-05T11:12:00Z,5898.759,5898.759,5896.749,5898.269,20.0
2026-01-05T11:15:00Z,5898.269,5899.769,5898.269,5899.749,11.0
2026-01-05T11:18:00Z,5899.749,5903.769,5899.749,5902.769,16.0
2026-01-05T11:21:00Z,5902.769,5903.749,5901.759,5903.749,11.0
2026-01-05T11:24:00Z,5903.749,5903.769,5900.759,5901.259,17.0
2026-01-05T11:27:00Z,5901.259,5901.259,5898.759,5899.749,28.0
2026-01-05T11:30:00Z,5899.749,5901.749,5899.749,5900.769,13.0
2026-01-05T11:33:00Z,5900.769,5901.269,5899.769,5899.769,23.0
2026-01-05T11:36:00Z,5899.769,5900.769,5897.769,5900.769,26.0
2026-01-05T11:39:00Z,5900.769,5900.769,5899.249,5900.769,23.0
2026-01-05T11:42:00Z,5900.769,5900.769,5897.759,5898.269,33.0
2026-01-05T11:45:00Z,5898.269,5898.269,5895.769,5897.749,21.0
2026-01-05T11:48:00Z,5897.749,5898.249,5896.769,5897.269,11.0
2026-01-05T11:51:00Z,5897.269,5898.269,5895.759,5896.259,10.0
2026-01-05T11:54:00Z,5896.259,5896.259,5894.749,5894.749,8.0
2026-01-05T11:57:00Z,5894.749,5896.259,5894.749,5895.249,13.0
2026-01-05T12:00:00Z,5895.249,5897.749,5895.249,5895.769,29.0
2026-01-05T12:03:00Z,5895.769,5896.769,5894.759,5894.759,18.0
2026-01-05T12:06:00Z,5894.759,5895.769,5894.249,5895.769,10.0
2026-01-05T12:09:00Z,5895.769,5895.769,5893.749,5894.249,7.0
2026-01-05T12:12:00Z,5894.249,5894.749,5893.259,5893.749,7.0
2026-01-05T12:15:00Z,5893.749,5894.749,5891.249,5891.249,9.0
2026-01-05T12:18:00Z,5891.249,5895.749,5890.769,5895.749,10.0
